judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64,u_n128,u_n256,u_n512
Phi-3.5-mini-instruct,fact_00274_Kari Matchett,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00275_Belisarius,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00276_Carol Dweck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00277_Johann Christian von Engel,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00278_José Cardozo,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00279_Ted Thompson,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00280_Stephanus Swart,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00281_Grant Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00282_Robert Jennings (rugby league),0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00283_Leo Kokubo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00284_Mark Murphy (singer),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00285_Rigoberto Torres,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0
Phi-3.5-mini-instruct,fact_00286_Amr Diab,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00287_Walter Model,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00288_Joel Edgerton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00289_Robbie Horgan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00290_Vicky Kaushal,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00291_Stan Marple,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00292_Tanel Ingi,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00293_John Counter,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00294_Klaudia Kaczorowska,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00295_Muhammad Alhamid,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00296_Akbar Hossain,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00297_Wil Nieves,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00298_Jemima Goldsmith,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00299_Roxana Miranda,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00300_Coco Chanel,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00301_Tom Buk-Swienty,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00302_Enamul Haque (engineer),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00303_Jefferson Thomas,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00304_Abdelhamid Shabana,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00305_Mattias Asper,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00306_G. Fowler Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00307_Abdullahi Mohammad Ahmad Hassan,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00308_Sérgio Moraes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00309_Diego Godín,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00310_Lunay (singer),0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00311_Trevor Noah,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00312_Adel Emam,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00313_Samir Kochhar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00314_Rosé (singer),0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00315_Billy Conigliaro,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00316_Arif Mohammad Khan,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00317_Nikole Hannah-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00318_María José (singer),0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00319_Robert Whittaker (fighter),0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00320_Sergei Bodrov,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00321_Bob Marley,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00322_Jake Tilson,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00323_Michael H. Schneider Sr.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00324_Zeca Pagodinho,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00325_Irina Shayk,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00326_Maggie Cogan,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00327_Marcel Hernández,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00328_Dana Ashbrook,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00329_Ricky Martin,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00330_Ryan Brasier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00331_Kathinka Pasveer,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00332_Cha Eun-woo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00333_Abdul Halik Hudu,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00334_Worranit Thawornwong,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00335_Carl Braun (obstetrician),1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00336_Shawn Ashmore,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00337_Sila María Calderón,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00338_Pratibha Patil,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00339_Lodewicus du Plessis,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00340_Shane Fontayne,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00341_RM (rapper),0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00342_Francisco Urroz (footballer),0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00343_Ameyaw Debrah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00344_Cleopatra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00345_Ana Cláudia Bolzan,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00346_Jean Muir (actress),0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00347_Evgeny Shalunov,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00348_Charles Allen (jurist),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00349_Deyverson,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00350_Ruth Fischer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00351_Cris Cyborg,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00352_Joe McGinniss,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00353_Yuyan,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00354_Bobby Thomson,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00355_Vijay (actor),0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00356_Eric Winter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00357_Hoshiar Singh Dahiya,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00358_Maxime Masson,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00359_Gopi Sundar,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00360_James Tyrrell,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,fact_00361_Imbolo Mbue,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00362_Aert van der Neer,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00363_Karl Urban,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00364_Blanca Errázuriz,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00365_Hayden Panettiere,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00366_Deitrick Haddon,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00367_Andreas Ivanschitz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00368_Clancy Brown,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00369_Tarik Elyounoussi,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00370_Melvin Van Peebles,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00371_Carrie Ann Inaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00372_Roman Pavlyuchenko,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00373_Jesse Chacón,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00374_Cicero,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00375_Kelli White,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00376_14th Dalai Lama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00377_Christian Almeida,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00378_Arthur Wakefield,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00379_Marty Mayberry,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00380_Rui Campos,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00381_Vicente Carrillo Fuentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00382_Sheldon T. Mills,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00383_Joseph A. Lopez,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00384_Andry Rajoelina,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00385_Hu Qili,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00386_Vishal (actor),0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00387_George VI,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00388_James Franco,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00389_Lisa Ling,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00390_Mike Adenuga,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00391_Idi Amin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00392_Generoso Rossi,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,"fact_00393_João Lucas (footballer, born 1991)",0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00394_Danny Almonte,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00395_Meg Thalken,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00396_Andy Middleton,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00397_Anderson Silva,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00398_Phillip Gillespie,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00399_Edgar Bennett,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00400_Mike Melvill,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00401_Balázs Bekő,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00402_Lucas Boyé,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00403_Rosaline Elbay,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00404_Abraham Ancer,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00405_Margaret Rose Vendryes,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00406_Jackson Martínez,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,fact_00407_Pablo Zabaleta,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00408_Kaoru Kuroki,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00409_G. Venugopal,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00410_Lionel Messi,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00411_Terrence Romeo,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,fact_00412_Luiz Inácio Lula da Silva,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00413_Henry VII of England,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00414_Ian Khama,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00415_Juan Nepomucino Goetz,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00416_Sam Michael,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00417_Virginia Christine,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,fact_00418_A. K. Ramanujan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00419_Ramkumar Mukhopadhyay,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00420_Carlos Ghosn,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00421_Anurag Kashyap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,fact_00422_Mateo Correa Magallanes,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,fact_00423_Stephanie Beatriz,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00424_Mindy Smith,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00425_Angela Bairstow,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00426_R. Selvaraj (politician),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00427_Ernestine Eckstein,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00428_George Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,fact_00429_Nobuhiro Shimatani,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00430_Ezekiel Elliott,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00431_Raghav Juyal,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00432_Manny Pacquiao,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00433_Aaron Burr,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00434_Tim Ferguson,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00435_Uee,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00436_Martha Cunz,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,"fact_00437_Prince Carl Philip, Duke of Värmland",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00438_Kaká,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00439_Kiara Advani,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00440_Witold Gombrowicz,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,fact_00441_Maurice Jones-Drew,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00442_Geraldo de Barros,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00443_Roman Šebrle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00444_Charles B. McVay III,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00445_Shakira,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00446_Zié Ouattara,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00447_Nick Kyrgios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00448_Carol Chell,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00449_Alen Omić,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00450_Vasily Chuikov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00451_George Eacker,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00452_Alice Torriani,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00453_Gulshan Kumar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,fact_00454_Albert Outler,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00455_Félix María Zuloaga,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00456_Frank Middlemass,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00457_William M. Brodhead,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00458_Jo Koy,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00459_Felician of Foligno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,fact_00460_Annie Landouw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00461_Zhang Yaokun,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,fact_00462_Bhāskara I,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,fact_00463_Profit (gamer),1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00464_Damon Herriman,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00465_Liam Neeson,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00466_Feroze Gandhi,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00467_Takuma Asano,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,fact_00468_Lemuel W. Joiner,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,fact_00469_Michael Goleniewski,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,fact_00470_Neha Sargam,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
