prompt_id,rank,seed,prompt_class,n_tokens,logp_total,logp_per_token,shown_second,verdict,outcome
fact_00377_Christian Almeida,2,3320184834,factual,30,-156.5017,-5.216723,0,B,loss
fact_00377_Christian Almeida,3,3320184835,factual,108,-357.2668,-3.308026,0,B,loss
fact_00377_Christian Almeida,4,3320184836,factual,36,-81.125,-2.253472,0,B,loss
fact_00377_Christian Almeida,5,3320184837,factual,201,-783.3708,-3.897367,1,B,win
fact_00377_Christian Almeida,6,3320184838,factual,42,-96.9178,-2.307567,1,A,loss
fact_00377_Christian Almeida,7,3320184839,factual,128,-422.3328,-3.299475,0,B,loss
fact_00378_Arthur Wakefield,0,3320184832,factual,62,-188.7371,-3.044147,0,B,loss
fact_00378_Arthur Wakefield,1,3320184833,factual,200,-679.274,-3.39637,0,B,loss
fact_00378_Arthur Wakefield,2,3320184834,factual,59,-242.6695,-4.113043,0,B,loss
fact_00378_Arthur Wakefield,3,3320184835,factual,19,-67.9118,-3.574304,0,B,loss
fact_00378_Arthur Wakefield,4,3320184836,factual,36,-93.1815,-2.588375,1,A,loss
fact_00378_Arthur Wakefield,5,3320184837,factual,18,-53.1838,-2.954656,1,A,loss
fact_00378_Arthur Wakefield,6,3320184838,factual,135,-386.2346,-2.860997,1,B,win
fact_00378_Arthur Wakefield,7,3320184839,factual,200,-496.5689,-2.482845,0,B,loss
fact_00384_Andry Rajoelina,0,3320184832,factual,76,-209.7957,-2.76047,0,B,loss
fact_00384_Andry Rajoelina,1,3320184833,factual,200,-629.882,-3.14941,1,A,loss
fact_00384_Andry Rajoelina,2,3320184834,factual,90,-415.4335,-4.615928,1,A,loss
fact_00384_Andry Rajoelina,3,3320184835,factual,24,-55.5741,-2.315587,0,B,loss
fact_00384_Andry Rajoelina,4,3320184836,factual,201,-694.5637,-3.455541,0,B,loss
fact_00384_Andry Rajoelina,5,3320184837,factual,33,-94.1015,-2.851559,0,B,loss
fact_00384_Andry Rajoelina,6,3320184838,factual,45,-101.4952,-2.25545,1,B,win
fact_00384_Andry Rajoelina,7,3320184839,factual,200,-896.836,-4.48418,1,B,win
fact_00394_Danny Almonte,0,3320184832,factual,58,-137.6113,-2.372609,1,B,win
fact_00394_Danny Almonte,1,3320184833,factual,46,-106.1037,-2.306601,0,B,loss
fact_00394_Danny Almonte,2,3320184834,factual,201,-690.9697,-3.43766,0,B,loss
fact_00394_Danny Almonte,3,3320184835,factual,114,-342.7148,-3.00627,1,A,loss
fact_00394_Danny Almonte,4,3320184836,factual,95,-360.1511,-3.791064,1,A,loss
fact_00394_Danny Almonte,5,3320184837,factual,18,-44.713,-2.484053,0,B,loss
fact_00394_Danny Almonte,6,3320184838,factual,24,-123.4226,-5.142609,0,B,loss
fact_00394_Danny Almonte,7,3320184839,factual,116,-445.2969,-3.838767,1,A,loss
fact_00396_Andy Middleton,0,3320184832,factual,118,-538.0874,-4.560063,0,B,loss
fact_00396_Andy Middleton,1,3320184833,factual,171,-737.1942,-4.311077,0,B,loss
fact_00396_Andy Middleton,2,3320184834,factual,82,-319.577,-3.897281,1,A,loss
fact_00396_Andy Middleton,3,3320184835,factual,15,-56.4998,-3.766656,0,B,loss
fact_00396_Andy Middleton,4,3320184836,factual,171,-566.3422,-3.311943,0,Tie,tie
fact_00396_Andy Middleton,5,3320184837,factual,112,-423.9452,-3.785225,1,A,loss
fact_00396_Andy Middleton,6,3320184838,factual,14,-30.2982,-2.164157,1,B,win
fact_00396_Andy Middleton,7,3320184839,factual,200,-786.6647,-3.933323,0,B,loss
fact_00397_Anderson Silva,0,3320184832,factual,60,-224.7175,-3.745291,0,B,loss
fact_00397_Anderson Silva,1,3320184833,factual,32,-118.4973,-3.703039,0,B,loss
fact_00397_Anderson Silva,2,3320184834,factual,16,-98.1367,-6.133543,0,B,loss
fact_00397_Anderson Silva,3,3320184835,factual,156,-549.2714,-3.52097,1,Tie,tie
fact_00397_Anderson Silva,4,3320184836,factual,75,-212.6005,-2.834673,0,Tie,tie
fact_00397_Anderson Silva,5,3320184837,factual,23,-99.0326,-4.305766,0,B,loss
fact_00397_Anderson Silva,6,3320184838,factual,200,-640.1843,-3.200922,0,B,loss
fact_00397_Anderson Silva,7,3320184839,factual,0,0.0,0.0,1,B,win
fact_00399_Edgar Bennett,0,3320184832,factual,13,-44.9253,-3.455791,0,Tie,tie
fact_00399_Edgar Bennett,1,3320184833,factual,26,-87.1656,-3.352522,0,A,win
fact_00399_Edgar Bennett,2,3320184834,factual,200,-722.9678,-3.614839,1,Tie,tie
fact_00399_Edgar Bennett,3,3320184835,factual,102,-338.3316,-3.316976,0,A,win
fact_00399_Edgar Bennett,4,3320184836,factual,10,-62.0396,-6.203955,0,A,win
fact_00399_Edgar Bennett,5,3320184837,factual,95,-287.7054,-3.028478,0,A,win
fact_00399_Edgar Bennett,6,3320184838,factual,24,-65.9019,-2.745911,1,B,win
fact_00399_Edgar Bennett,7,3320184839,factual,8,-13.378,-1.672253,0,B,loss
fact_00401_Balázs Bekő,0,3320184832,factual,43,-128.5538,-2.989623,1,A,loss
fact_00401_Balázs Bekő,1,3320184833,factual,126,-343.9615,-2.729854,1,A,loss
fact_00401_Balázs Bekő,2,3320184834,factual,43,-145.1225,-3.374941,0,B,loss
fact_00401_Balázs Bekő,3,3320184835,factual,12,-54.8159,-4.567991,1,B,win
fact_00401_Balázs Bekő,4,3320184836,factual,201,-706.8597,-3.516715,1,B,win
fact_00401_Balázs Bekő,5,3320184837,factual,35,-160.2175,-4.577643,0,B,loss
fact_00401_Balázs Bekő,6,3320184838,factual,22,-100.415,-4.56432,1,B,win
fact_00401_Balázs Bekő,7,3320184839,factual,201,-642.4554,-3.196296,0,B,loss
fact_00404_Abraham Ancer,0,3320184832,factual,92,-224.6199,-2.441521,1,A,loss
fact_00404_Abraham Ancer,1,3320184833,factual,200,-743.5112,-3.717556,0,B,loss
fact_00404_Abraham Ancer,2,3320184834,factual,197,-669.8241,-3.400122,1,B,win
fact_00404_Abraham Ancer,3,3320184835,factual,201,-934.8342,-4.650917,1,Tie,tie
fact_00404_Abraham Ancer,4,3320184836,factual,129,-525.6262,-4.074622,0,B,loss
fact_00404_Abraham Ancer,5,3320184837,factual,91,-164.6049,-1.808845,0,B,loss
fact_00404_Abraham Ancer,6,3320184838,factual,200,-916.0344,-4.580172,1,B,win
fact_00404_Abraham Ancer,7,3320184839,factual,15,-44.3188,-2.954586,0,B,loss
fact_00418_A. K. Ramanujan,0,3320184832,factual,84,-264.9679,-3.15438,0,B,loss
fact_00418_A. K. Ramanujan,1,3320184833,factual,35,-147.4087,-4.211677,0,B,loss
fact_00418_A. K. Ramanujan,2,3320184834,factual,199,-969.1415,-4.870058,0,B,loss
fact_00418_A. K. Ramanujan,3,3320184835,factual,167,-378.4221,-2.266001,0,B,loss
fact_00418_A. K. Ramanujan,4,3320184836,factual,201,-631.2253,-3.140424,0,B,loss
fact_00418_A. K. Ramanujan,5,3320184837,factual,200,-717.5854,-3.587927,1,A,loss
fact_00418_A. K. Ramanujan,6,3320184838,factual,81,-435.7035,-5.379055,1,B,win
fact_00418_A. K. Ramanujan,7,3320184839,factual,201,-825.3536,-4.106237,1,B,win
fact_00420_Carlos Ghosn,0,3320184832,factual,111,-297.4329,-2.679576,1,B,win
fact_00420_Carlos Ghosn,1,3320184833,factual,109,-350.3137,-3.213887,1,B,win
fact_00420_Carlos Ghosn,2,3320184834,factual,95,-403.996,-4.25259,1,A,loss
fact_00420_Carlos Ghosn,3,3320184835,factual,117,-353.6583,-3.02272,0,B,loss
fact_00420_Carlos Ghosn,4,3320184836,factual,50,-163.1839,-3.263679,0,B,loss
fact_00420_Carlos Ghosn,5,3320184837,factual,201,-784.0164,-3.900579,1,B,win
fact_00420_Carlos Ghosn,6,3320184838,factual,111,-451.6931,-4.069307,0,B,loss
fact_00420_Carlos Ghosn,7,3320184839,factual,27,-128.8813,-4.773383,0,B,loss
fact_00421_Anurag Kashyap,0,3320184832,factual,14,-49.5998,-3.54284,1,A,loss
fact_00421_Anurag Kashyap,1,3320184833,factual,196,-617.8011,-3.152046,0,B,loss
fact_00421_Anurag Kashyap,2,3320184834,factual,125,-468.4486,-3.747589,0,B,loss
fact_00421_Anurag Kashyap,3,3320184835,factual,106,-485.1848,-4.577215,1,A,loss
fact_00421_Anurag Kashyap,4,3320184836,factual,75,-226.4825,-3.019766,1,A,loss
fact_00421_Anurag Kashyap,5,3320184837,factual,201,-913.9608,-4.547068,1,A,loss
fact_00421_Anurag Kashyap,6,3320184838,factual,63,-214.3439,-3.402284,1,A,loss
fact_00421_Anurag Kashyap,7,3320184839,factual,69,-306.033,-4.435261,1,A,loss
fact_00425_Angela Bairstow,0,3320184832,factual,73,-259.9935,-3.561554,0,B,loss
fact_00425_Angela Bairstow,1,3320184833,factual,200,-804.274,-4.02137,1,B,win
fact_00425_Angela Bairstow,2,3320184834,factual,80,-260.7535,-3.259419,1,Tie,tie
fact_00425_Angela Bairstow,3,3320184835,factual,201,-1039.3013,-5.170653,0,B,loss
fact_00425_Angela Bairstow,4,3320184836,factual,201,-819.947,-4.079338,0,B,loss
fact_00425_Angela Bairstow,5,3320184837,factual,172,-760.9445,-4.424096,0,B,loss
fact_00425_Angela Bairstow,6,3320184838,factual,107,-316.017,-2.95343,1,B,win
fact_00425_Angela Bairstow,7,3320184839,factual,132,-493.0093,-3.734919,1,Tie,tie
fact_00427_Ernestine Eckstein,0,3320184832,factual,14,-17.0534,-1.218098,1,Tie,tie
fact_00427_Ernestine Eckstein,1,3320184833,factual,156,-473.9828,-3.038352,1,Tie,tie
fact_00427_Ernestine Eckstein,2,3320184834,factual,52,-183.711,-3.532904,0,B,loss
fact_00427_Ernestine Eckstein,3,3320184835,factual,28,-165.1639,-5.898712,0,B,loss
fact_00427_Ernestine Eckstein,4,3320184836,factual,34,-101.6598,-2.989993,0,A,win
fact_00427_Ernestine Eckstein,5,3320184837,factual,114,-444.0987,-3.895603,1,Tie,tie
fact_00427_Ernestine Eckstein,6,3320184838,factual,21,-83.4157,-3.972178,0,B,loss
fact_00427_Ernestine Eckstein,7,3320184839,factual,48,-162.4686,-3.384762,1,Tie,tie
fact_00430_Ezekiel Elliott,0,3320184832,factual,19,-35.9023,-1.889593,0,B,loss
fact_00430_Ezekiel Elliott,1,3320184833,factual,132,-524.3037,-3.971998,1,A,loss
fact_00430_Ezekiel Elliott,2,3320184834,factual,200,-739.3951,-3.696976,0,B,loss
fact_00430_Ezekiel Elliott,3,3320184835,factual,9,-69.689,-7.74322,0,B,loss
fact_00430_Ezekiel Elliott,4,3320184836,factual,198,-836.1967,-4.223216,0,B,loss
fact_00430_Ezekiel Elliott,5,3320184837,factual,86,-295.9261,-3.441001,1,B,win
fact_00430_Ezekiel Elliott,6,3320184838,factual,41,-101.3076,-2.470917,0,B,loss
fact_00430_Ezekiel Elliott,7,3320184839,factual,123,-397.8346,-3.234428,1,B,win
fact_00433_Aaron Burr,0,3320184832,factual,161,-697.3068,-4.331098,1,B,win
fact_00433_Aaron Burr,1,3320184833,factual,200,-885.58,-4.4279,0,B,loss
fact_00433_Aaron Burr,2,3320184834,factual,200,-712.8514,-3.564257,1,B,win
fact_00433_Aaron Burr,3,3320184835,factual,38,-84.3965,-2.220961,1,B,win
fact_00433_Aaron Burr,4,3320184836,factual,13,-21.0897,-1.622288,0,B,loss
fact_00433_Aaron Burr,5,3320184837,factual,120,-365.209,-3.043409,0,B,loss
fact_00433_Aaron Burr,6,3320184838,factual,35,-113.5477,-3.24422,1,B,win
fact_00433_Aaron Burr,7,3320184839,factual,170,-719.05,-4.229706,1,B,win
fact_00444_Charles B. McVay III,0,3320184832,factual,159,-676.4763,-4.254568,1,A,loss
fact_00444_Charles B. McVay III,1,3320184833,factual,200,-656.9741,-3.284871,1,B,win
fact_00444_Charles B. McVay III,2,3320184834,factual,200,-878.7919,-4.393959,0,B,loss
fact_00444_Charles B. McVay III,3,3320184835,factual,184,-460.3602,-2.501958,0,B,loss
fact_00444_Charles B. McVay III,4,3320184836,factual,200,-577.2789,-2.886395,1,A,loss
fact_00444_Charles B. McVay III,5,3320184837,factual,199,-996.3782,-5.006926,1,A,loss
fact_00444_Charles B. McVay III,6,3320184838,factual,200,-714.931,-3.574655,1,A,loss
fact_00444_Charles B. McVay III,7,3320184839,factual,200,-925.4746,-4.627373,0,B,loss
fact_00448_Carol Chell,0,3320184832,factual,200,-762.9524,-3.814762,1,B,win
fact_00448_Carol Chell,1,3320184833,factual,80,-284.5377,-3.556721,0,A,win
fact_00448_Carol Chell,2,3320184834,factual,174,-649.5976,-3.73332,1,B,win
fact_00448_Carol Chell,3,3320184835,factual,95,-284.361,-2.993274,1,B,win
fact_00448_Carol Chell,4,3320184836,factual,160,-556.455,-3.477843,1,B,win
fact_00448_Carol Chell,5,3320184837,factual,38,-69.1641,-1.820109,1,B,win
fact_00448_Carol Chell,6,3320184838,factual,199,-818.7736,-4.11444,1,B,win
fact_00448_Carol Chell,7,3320184839,factual,21,-79.2468,-3.773655,1,B,win
fact_00449_Alen Omić,0,3320184832,factual,43,-155.5823,-3.618194,0,B,loss
fact_00449_Alen Omić,1,3320184833,factual,67,-180.6502,-2.696272,1,A,loss
fact_00449_Alen Omić,2,3320184834,factual,10,-53.3208,-5.332082,1,B,win
fact_00449_Alen Omić,3,3320184835,factual,201,-781.2002,-3.886568,0,B,loss
fact_00449_Alen Omić,4,3320184836,factual,55,-175.6546,-3.19372,0,B,loss
fact_00449_Alen Omić,5,3320184837,factual,95,-484.9097,-5.104312,1,A,loss
fact_00449_Alen Omić,6,3320184838,factual,67,-239.2101,-3.5703,1,A,loss
fact_00449_Alen Omić,7,3320184839,factual,201,-690.9206,-3.437416,0,B,loss
fact_00452_Alice Torriani,0,3320184832,factual,56,-126.8431,-2.265055,0,B,loss
fact_00452_Alice Torriani,1,3320184833,factual,63,-206.1062,-3.271526,0,Tie,tie
fact_00452_Alice Torriani,2,3320184834,factual,24,-51.7487,-2.156197,1,B,win
fact_00452_Alice Torriani,3,3320184835,factual,55,-168.5882,-3.06524,1,A,loss
fact_00452_Alice Torriani,4,3320184836,factual,120,-364.3038,-3.035865,0,A,win
fact_00452_Alice Torriani,5,3320184837,factual,24,-41.396,-1.724834,0,Tie,tie
fact_00452_Alice Torriani,6,3320184838,factual,27,-101.4832,-3.758638,1,B,win
fact_00452_Alice Torriani,7,3320184839,factual,52,-127.4591,-2.451136,0,A,win
fact_00454_Albert Outler,0,3320184832,factual,14,-63.6932,-4.549514,1,Tie,tie
fact_00454_Albert Outler,1,3320184833,factual,200,-537.3629,-2.686815,1,Tie,tie
fact_00454_Albert Outler,2,3320184834,factual,182,-682.4708,-3.74984,1,Tie,tie
fact_00454_Albert Outler,3,3320184835,factual,78,-278.8494,-3.574992,1,Tie,tie
fact_00454_Albert Outler,4,3320184836,factual,40,-141.2017,-3.530042,1,Tie,tie
fact_00454_Albert Outler,5,3320184837,factual,98,-345.6759,-3.527305,0,B,loss
fact_00454_Albert Outler,6,3320184838,factual,66,-260.5905,-3.948341,0,B,loss
fact_00454_Albert Outler,7,3320184839,factual,197,-661.7459,-3.359116,0,B,loss
fact_00459_Felician of Foligno,0,3320184832,factual,201,-617.428,-3.071781,0,B,loss
fact_00459_Felician of Foligno,1,3320184833,factual,116,-379.8046,-3.274177,0,B,loss
fact_00459_Felician of Foligno,2,3320184834,factual,39,-103.1719,-2.645432,0,B,loss
fact_00459_Felician of Foligno,3,3320184835,factual,201,-699.9779,-3.482477,0,B,loss
fact_00459_Felician of Foligno,4,3320184836,factual,11,-35.324,-3.211276,0,B,loss
fact_00459_Felician of Foligno,5,3320184837,factual,20,-65.1215,-3.256075,0,B,loss
fact_00459_Felician of Foligno,6,3320184838,factual,53,-139.6845,-2.635556,0,B,loss
fact_00459_Felician of Foligno,7,3320184839,factual,21,-87.5592,-4.169485,0,B,loss
fact_00460_Annie Landouw,0,3320184832,factual,19,-93.8181,-4.937792,1,B,win
fact_00460_Annie Landouw,1,3320184833,factual,42,-138.7707,-3.304065,1,B,win
fact_00460_Annie Landouw,2,3320184834,factual,52,-239.5974,-4.607643,0,B,loss
fact_00460_Annie Landouw,3,3320184835,factual,201,-805.6325,-4.008122,1,Tie,tie
fact_00460_Annie Landouw,4,3320184836,factual,34,-113.0917,-3.326228,0,B,loss
fact_00460_Annie Landouw,5,3320184837,factual,97,-361.9538,-3.731482,0,Tie,tie
fact_00460_Annie Landouw,6,3320184838,factual,188,-157.1429,-0.835866,0,Tie,tie
fact_00460_Annie Landouw,7,3320184839,factual,107,-214.2614,-2.002443,1,B,win
fact_00462_Bhāskara I,0,3320184832,factual,201,-639.7,-3.182587,0,B,loss
fact_00462_Bhāskara I,1,3320184833,factual,20,-86.3344,-4.316721,0,B,loss
fact_00462_Bhāskara I,2,3320184834,factual,84,-230.9794,-2.749755,1,B,win
fact_00462_Bhāskara I,3,3320184835,factual,201,-802.4774,-3.992425,0,B,loss
fact_00462_Bhāskara I,4,3320184836,factual,201,-674.0369,-3.353418,0,B,loss
fact_00462_Bhāskara I,5,3320184837,factual,42,-149.5262,-3.560147,1,A,loss
fact_00462_Bhāskara I,6,3320184838,factual,159,-333.9374,-2.100235,0,B,loss
fact_00462_Bhāskara I,7,3320184839,factual,129,-498.2259,-3.862216,0,B,loss
fact_00464_Damon Herriman,0,3320184832,factual,200,-933.3936,-4.666968,1,B,win
fact_00464_Damon Herriman,1,3320184833,factual,200,-608.4614,-3.042307,1,B,win
fact_00464_Damon Herriman,2,3320184834,factual,74,-332.4608,-4.492713,0,B,loss
fact_00464_Damon Herriman,3,3320184835,factual,51,-190.9524,-3.744165,0,B,loss
fact_00464_Damon Herriman,4,3320184836,factual,38,-91.623,-2.411132,0,B,loss
fact_00464_Damon Herriman,5,3320184837,factual,136,-576.9359,-4.242176,0,B,loss
fact_00464_Damon Herriman,6,3320184838,factual,17,-49.4421,-2.908361,1,B,win
fact_00464_Damon Herriman,7,3320184839,factual,113,-387.9778,-3.433431,1,A,loss
fact_00466_Feroze Gandhi,0,3320184832,factual,27,-47.7647,-1.769064,0,B,loss
fact_00466_Feroze Gandhi,1,3320184833,factual,47,-179.3418,-3.815784,1,A,loss
fact_00466_Feroze Gandhi,2,3320184834,factual,81,-347.2288,-4.286775,1,A,loss
fact_00466_Feroze Gandhi,3,3320184835,factual,44,-202.6245,-4.605101,0,B,loss
fact_00466_Feroze Gandhi,4,3320184836,factual,46,-174.9697,-3.803688,0,B,loss
fact_00466_Feroze Gandhi,5,3320184837,factual,142,-354.0766,-2.493497,0,B,loss
fact_00466_Feroze Gandhi,6,3320184838,factual,19,-51.4363,-2.707173,1,B,win
fact_00466_Feroze Gandhi,7,3320184839,factual,201,-686.666,-3.416249,0,B,loss
fact_00471_D. B. Nihalsinghe,0,3320184832,factual,200,-640.0518,-3.200259,0,B,loss
fact_00471_D. B. Nihalsinghe,1,3320184833,factual,38,-125.7455,-3.309093,0,B,loss
fact_00471_D. B. Nihalsinghe,2,3320184834,factual,200,-847.4252,-4.237126,1,A,loss
fact_00471_D. B. Nihalsinghe,3,3320184835,factual,172,-357.6431,-2.07932,0,B,loss
fact_00471_D. B. Nihalsinghe,4,3320184836,factual,200,-598.8131,-2.994066,1,Tie,tie
fact_00471_D. B. Nihalsinghe,5,3320184837,factual,82,-334.4694,-4.078895,0,B,loss
fact_00471_D. B. Nihalsinghe,6,3320184838,factual,18,-90.6701,-5.037228,1,A,loss
fact_00471_D. B. Nihalsinghe,7,3320184839,factual,69,-212.3123,-3.076989,1,Tie,tie
fact_00478_F. Gwynplaine MacIntyre,0,3320184832,factual,199,-686.575,-3.450126,0,A,win
fact_00478_F. Gwynplaine MacIntyre,1,3320184833,factual,106,-261.4088,-2.466121,0,B,loss
fact_00478_F. Gwynplaine MacIntyre,2,3320184834,factual,147,-583.9736,-3.97261,0,Tie,tie
fact_00478_F. Gwynplaine MacIntyre,3,3320184835,factual,23,-165.8031,-7.208832,1,B,win
fact_00478_F. Gwynplaine MacIntyre,4,3320184836,factual,30,-147.2182,-4.907272,1,Tie,tie
fact_00478_F. Gwynplaine MacIntyre,5,3320184837,factual,121,-447.8063,-3.700878,1,B,win
fact_00478_F. Gwynplaine MacIntyre,6,3320184838,factual,20,-115.94,-5.797001,0,B,loss
fact_00478_F. Gwynplaine MacIntyre,7,3320184839,factual,55,-154.9686,-2.817611,1,B,win
fact_00486_Fidel Castro,0,3320184832,factual,70,-248.583,-3.551186,0,B,loss
fact_00486_Fidel Castro,1,3320184833,factual,23,-50.5478,-2.19773,0,B,loss
fact_00486_Fidel Castro,2,3320184834,factual,141,-478.073,-3.390588,1,A,loss
fact_00486_Fidel Castro,3,3320184835,factual,201,-778.5985,-3.873624,0,B,loss
fact_00486_Fidel Castro,4,3320184836,factual,201,-551.6533,-2.744544,0,B,loss
fact_00486_Fidel Castro,5,3320184837,factual,75,-208.5244,-2.780325,0,B,loss
fact_00486_Fidel Castro,6,3320184838,factual,201,-563.1082,-2.801533,1,A,loss
fact_00486_Fidel Castro,7,3320184839,factual,15,-45.954,-3.063597,0,B,loss
fact_00489_Bir Hambir,0,3320184832,factual,201,-591.3101,-2.941841,1,Tie,tie
fact_00489_Bir Hambir,1,3320184833,factual,201,-936.6172,-4.659787,1,Tie,tie
fact_00489_Bir Hambir,2,3320184834,factual,91,-362.5367,-3.98392,0,A,win
fact_00489_Bir Hambir,3,3320184835,factual,51,-199.4762,-3.911299,0,Tie,tie
fact_00489_Bir Hambir,4,3320184836,factual,137,-690.3279,-5.03889,0,Tie,tie
fact_00489_Bir Hambir,5,3320184837,factual,159,-628.4586,-3.95257,1,Tie,tie
fact_00489_Bir Hambir,6,3320184838,factual,76,-321.1333,-4.225439,1,Tie,tie
fact_00489_Bir Hambir,7,3320184839,factual,12,-57.0699,-4.755825,1,Tie,tie
fact_00491_Avraham Eilam-Amzallag,0,3320184832,factual,10,-39.6119,-3.961189,0,B,loss
fact_00491_Avraham Eilam-Amzallag,1,3320184833,factual,141,-360.6413,-2.55774,1,B,win
fact_00491_Avraham Eilam-Amzallag,2,3320184834,factual,200,-501.4779,-2.50739,0,Tie,tie
fact_00491_Avraham Eilam-Amzallag,3,3320184835,factual,81,-239.6405,-2.958525,0,B,loss
fact_00491_Avraham Eilam-Amzallag,4,3320184836,factual,48,-188.429,-3.925605,0,B,loss
fact_00491_Avraham Eilam-Amzallag,5,3320184837,factual,200,-795.6461,-3.978231,0,Tie,tie
fact_00491_Avraham Eilam-Amzallag,6,3320184838,factual,52,-123.8224,-2.381199,0,Tie,tie
fact_00491_Avraham Eilam-Amzallag,7,3320184839,factual,38,-100.6662,-2.649111,0,A,win
fact_00492_Date Narikuni,0,3320184832,factual,200,-681.811,-3.409055,0,B,loss
fact_00492_Date Narikuni,1,3320184833,factual,201,-790.7559,-3.934109,1,A,loss
fact_00492_Date Narikuni,2,3320184834,factual,72,-350.9716,-4.874605,0,B,loss
fact_00492_Date Narikuni,3,3320184835,factual,37,-160.3778,-4.334535,0,Tie,tie
fact_00492_Date Narikuni,4,3320184836,factual,192,-622.5738,-3.242572,1,A,loss
fact_00492_Date Narikuni,5,3320184837,factual,50,-157.1183,-3.142365,1,B,win
fact_00492_Date Narikuni,6,3320184838,factual,40,-222.5426,-5.563565,0,B,loss
fact_00492_Date Narikuni,7,3320184839,factual,27,-100.4875,-3.721759,1,B,win
fact_00495_Ariel Behar,0,3320184832,factual,48,-190.535,-3.969478,1,B,win
fact_00495_Ariel Behar,1,3320184833,factual,200,-755.9879,-3.77994,1,B,win
fact_00495_Ariel Behar,2,3320184834,factual,179,-784.8167,-4.384451,0,B,loss
fact_00495_Ariel Behar,3,3320184835,factual,37,-108.9962,-2.945844,1,B,win
fact_00495_Ariel Behar,4,3320184836,factual,29,-73.8023,-2.544908,0,B,loss
fact_00495_Ariel Behar,5,3320184837,factual,201,-722.5121,-3.594588,1,B,win
fact_00495_Ariel Behar,6,3320184838,factual,72,-247.9706,-3.444036,1,Tie,tie
fact_00495_Ariel Behar,7,3320184839,factual,114,-451.3506,-3.959216,0,B,loss
fact_00498_DeAnna Bennett,0,3320184832,factual,14,-52.493,-3.749502,1,A,loss
fact_00498_DeAnna Bennett,1,3320184833,factual,21,-57.5743,-2.741634,1,A,loss
fact_00498_DeAnna Bennett,2,3320184834,factual,201,-1015.2169,-5.05083,1,Tie,tie
fact_00498_DeAnna Bennett,3,3320184835,factual,10,-64.0608,-6.406079,0,B,loss
fact_00498_DeAnna Bennett,4,3320184836,factual,201,-680.3561,-3.384856,0,A,win
fact_00498_DeAnna Bennett,5,3320184837,factual,165,-459.5682,-2.785262,0,A,win
fact_00498_DeAnna Bennett,6,3320184838,factual,201,-634.0607,-3.154531,0,B,loss
fact_00498_DeAnna Bennett,7,3320184839,factual,34,-121.4862,-3.573123,1,Tie,tie
g4fs4z,0,3320184832,creative,201,-853.8273,-4.247897,0,B,loss
g4fs4z,1,3320184833,creative,76,-289.6142,-3.810713,1,A,loss
g4fs4z,2,3320184834,creative,196,-855.2775,-4.363661,1,A,loss
g4fs4z,3,3320184835,creative,202,-873.1132,-4.322343,1,B,win
g4fs4z,4,3320184836,creative,45,-181.4612,-4.032471,0,B,loss
g4fs4z,5,3320184837,creative,202,-804.2421,-3.981396,1,B,win
g4fs4z,6,3320184838,creative,190,-704.9448,-3.710236,0,B,loss
g4fs4z,7,3320184839,creative,201,-890.4757,-4.430227,1,A,loss
gyp3c3,0,3320184832,creative,140,-410.4652,-2.931895,0,B,loss
gyp3c3,1,3320184833,creative,201,-823.8014,-4.098514,0,B,loss
gyp3c3,2,3320184834,creative,201,-627.2468,-3.120631,0,B,loss
gyp3c3,3,3320184835,creative,119,-537.468,-4.516538,0,B,loss
gyp3c3,4,3320184836,creative,55,-174.1266,-3.165939,0,B,loss
gyp3c3,5,3320184837,creative,40,-169.8256,-4.24564,1,A,loss
gyp3c3,6,3320184838,creative,201,-1007.1136,-5.010516,1,A,loss
gyp3c3,7,3320184839,creative,79,-435.694,-5.515114,1,Tie,tie
hmsv36,0,3320184832,creative,204,-714.0332,-3.500163,1,B,win
hmsv36,1,3320184833,creative,204,-605.4242,-2.967766,1,B,win
hmsv36,2,3320184834,creative,111,-173.3741,-1.561929,0,B,loss
hmsv36,3,3320184835,creative,165,-316.3857,-1.917489,0,A,win
hmsv36,4,3320184836,creative,4,-13.7128,-3.428209,1,A,loss
hmsv36,5,3320184837,creative,204,-835.3094,-4.094654,1,B,win
hmsv36,6,3320184838,creative,99,-305.611,-3.086979,0,B,loss
hmsv36,7,3320184839,creative,178,-523.6672,-2.94195,0,B,loss
hrkod1,0,3320184832,creative,11,-43.1664,-3.924221,1,A,loss
hrkod1,1,3320184833,creative,189,-687.4225,-3.637156,0,B,loss
hrkod1,2,3320184834,creative,61,-255.813,-4.193656,1,A,loss
hrkod1,3,3320184835,creative,203,-769.7484,-3.791864,1,A,loss
hrkod1,4,3320184836,creative,69,-334.8651,-4.853118,1,A,loss
hrkod1,5,3320184837,creative,203,-808.9907,-3.985176,0,B,loss
hrkod1,6,3320184838,creative,203,-722.2845,-3.558052,1,A,loss
hrkod1,7,3320184839,creative,203,-779.4143,-3.839479,1,A,loss
irdp6g,0,3320184832,creative,2,-2.3313,-1.165663,0,A,win
irdp6g,1,3320184833,creative,2,-2.3313,-1.165663,1,B,win
irdp6g,2,3320184834,creative,2,-2.3313,-1.165663,1,B,win
irdp6g,3,3320184835,creative,2,-2.3313,-1.165663,0,A,win
irdp6g,4,3320184836,creative,2,-2.3313,-1.165663,1,B,win
irdp6g,5,3320184837,creative,202,-818.332,-4.051148,1,B,win
irdp6g,6,3320184838,creative,2,-2.3313,-1.165663,1,B,win
