judge,prompt_id,u_n1,u_n2,u_n4,u_n8
Phi-3.5-mini-instruct,alpaca_0715,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0716,0.5,0.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0717,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0718,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0719,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0720,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0721,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0722,1.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0723,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0724,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0725,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0726,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0727,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0728,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0729,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0730,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0731,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0732,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0733,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0734,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0735,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0736,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0737,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0738,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0739,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0740,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0741,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0742,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0743,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0744,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0745,1.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0746,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0747,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0748,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0749,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0750,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0751,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0752,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0753,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0754,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0755,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0756,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0757,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0758,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0759,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0760,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0761,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0762,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0763,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0764,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0765,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0766,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0767,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0768,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0769,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0770,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0771,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0772,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0773,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0774,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0775,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0776,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0777,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0778,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0779,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0780,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0781,1.0,1.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0782,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0783,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0784,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0785,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0786,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0787,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0788,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0789,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0790,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0791,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0792,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0793,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0794,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0795,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0796,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0797,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0798,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0799,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0800,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0801,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0802,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0803,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0804,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0000,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0001,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0002,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0003,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0004,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0005,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0006,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0007,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0008,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0009,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0010,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0011,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0012,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0013,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0014,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0015,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0016,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0017,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0018,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0019,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0020,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0021,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0022,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0023,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0024,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0025,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0026,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0027,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0028,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0029,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0030,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0031,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0032,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0033,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0034,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0035,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0036,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0037,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0038,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0039,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0040,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0041,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0042,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0043,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0044,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0045,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0046,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0047,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0048,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0049,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0050,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0051,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0052,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0053,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0054,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0055,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0056,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0057,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0058,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0059,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0060,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0061,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0062,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0063,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0064,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0065,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0066,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0067,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0068,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0069,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0070,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0071,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0072,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0073,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0074,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0075,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0076,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0077,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0078,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0079,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0080,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0081,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0082,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0083,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0084,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0085,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0086,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0087,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0088,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0089,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0090,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0091,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0092,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0093,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0094,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0095,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0096,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0097,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0098,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0099,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0100,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0101,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0102,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0103,1.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0104,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0105,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0106,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0107,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0108,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0109,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0110,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0111,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0112,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0113,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0114,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0115,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0116,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0117,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0118,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0119,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0120,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0121,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0122,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0123,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0124,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0125,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0126,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0127,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0128,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0129,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0130,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0131,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0132,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0133,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0134,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0135,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0136,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0137,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0138,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0139,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0140,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0141,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0142,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0143,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0144,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0145,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0146,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0147,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0148,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0149,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0150,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0151,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0152,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0153,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0154,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0155,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0156,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0157,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0158,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0159,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0160,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0161,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0162,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0163,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0164,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0165,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0166,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0167,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0168,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0169,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0170,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0171,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0172,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0173,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0174,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0175,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0176,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0177,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0178,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0179,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0180,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0181,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0182,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0183,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0184,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0185,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0186,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0187,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0188,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0189,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0190,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0191,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0192,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0193,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0194,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0195,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0196,1.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0197,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0198,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0199,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0200,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0201,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0202,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0203,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0204,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0205,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0206,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0207,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0208,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0209,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0210,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0211,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0212,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0213,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0214,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0215,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0216,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0217,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0218,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0219,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0220,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0221,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0222,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0223,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0224,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0225,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0226,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0227,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0228,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0229,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0230,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0231,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0232,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0233,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0234,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,alpaca_0235,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,alpaca_0236,0.0,0.0,0.0,0.0
