judge,prompt_id,u_n1,u_n2,u_n4,u_n8
Meta-Llama-3.1-8B-Instruct,fact_00093_David Oyite-Ojok,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00097_Chris Cuomo,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00098_Adnan Sami,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00108_Bhuma Nagi Reddy,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00109_Charmion King,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00110_Andreea Marin,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00114_Ahn Jae-hyun,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00116_Bobo Baldé,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00118_Chacho Gaytán,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00119_Bastian Schweinsteiger,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00120_Erich Hartmann,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00127_Ezechiel N'Douassel,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00131_Aditya Kalyanpur,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00132_Dennis Andersson,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00133_Daniel Bedingfield,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00134_Celâl Bayar,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00138_Diana Ivanova,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00140_André Le Nôtre,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00142_Cierre Wood,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00145_Carmelo Anthony,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00146_Asafa Powell,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00152_Felix Newman,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00154_Earl Garrison,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00162_Aleksandar Kolarov,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00163_Alexandre Hohagen,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00166_Emcee N.I.C.E.,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00181_Chris Woakes,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00182_Diosdado Cabello,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00184_Dana Awartani,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00185_Brianna Keilar,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00188_Cédric Bakambu,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00193_Bobby Fischer,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00198_Benjamin Lawrence Reid,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00199_Djimon Hounsou,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00202_Ahsee Tuala,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00204_Don DeLillo,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00207_Elizabeth Inglis,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00208_Fifi Cooper,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00223_Ahmed Mumin Warfa,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00226_Dewi Sartika,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00227_Alf Garland,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00230_Abdul Ilah Khatib,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00239_Bif Naked,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00245_Dominique Blake,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00247_Diafra Sakho,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00249_Fahadh Faasil,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00250_Dr. Dre,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00255_Caitlin Lowe,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00257_Camille Paulus,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00258_Charley Boorman,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00260_Douglas Wood (engineer),1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00263_Billy Snedden,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00264_Esteban Espíndola,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00270_Daniel Ek,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00275_Belisarius,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00276_Carol Dweck,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00286_Amr Diab,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00296_Akbar Hossain,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00300_Coco Chanel,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00302_Enamul Haque (engineer),0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00304_Abdelhamid Shabana,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00307_Abdullahi Mohammad Ahmad Hassan,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00309_Diego Godín,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00312_Adel Emam,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00315_Billy Conigliaro,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00316_Arif Mohammad Khan,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00321_Bob Marley,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00328_Dana Ashbrook,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00332_Cha Eun-woo,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00333_Abdul Halik Hudu,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00335_Carl Braun (obstetrician),0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00343_Ameyaw Debrah,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00344_Cleopatra,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00345_Ana Cláudia Bolzan,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00347_Evgeny Shalunov,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00348_Charles Allen (jurist),0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00349_Deyverson,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00351_Cris Cyborg,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00354_Bobby Thomson,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00356_Eric Winter,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00362_Aert van der Neer,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00364_Blanca Errázuriz,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00366_Deitrick Haddon,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00367_Andreas Ivanschitz,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00368_Clancy Brown,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00371_Carrie Ann Inaba,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00374_Cicero,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00376_14th Dalai Lama,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00377_Christian Almeida,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00378_Arthur Wakefield,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00384_Andry Rajoelina,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00394_Danny Almonte,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00396_Andy Middleton,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00397_Anderson Silva,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00399_Edgar Bennett,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00401_Balázs Bekő,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00404_Abraham Ancer,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00418_A. K. Ramanujan,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00420_Carlos Ghosn,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00421_Anurag Kashyap,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00425_Angela Bairstow,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00427_Ernestine Eckstein,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00430_Ezekiel Elliott,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00433_Aaron Burr,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00444_Charles B. McVay III,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00448_Carol Chell,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00449_Alen Omić,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00452_Alice Torriani,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00454_Albert Outler,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00459_Felician of Foligno,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00460_Annie Landouw,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00462_Bhāskara I,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00464_Damon Herriman,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00466_Feroze Gandhi,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00471_D. B. Nihalsinghe,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00478_F. Gwynplaine MacIntyre,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00486_Fidel Castro,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00489_Bir Hambir,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00491_Avraham Eilam-Amzallag,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00492_Date Narikuni,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00495_Ariel Behar,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00498_DeAnna Bennett,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,g4fs4z,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,gyp3c3,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,hmsv36,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,hrkod1,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,irdp6g,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,iuj8br,0.0,0.0,0.5,0.0
Meta-Llama-3.1-8B-Instruct,jizn99,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,jjrido,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,llrdyo,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,lvcurd,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,m70bt5,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,mjrz7h,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_000,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_001,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_002,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_003,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_004,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_005,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_006,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_007,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_008,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_009,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_010,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_011,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_012,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_013,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_014,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_015,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_016,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_017,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_018,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_019,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_020,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_021,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_022,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_023,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_024,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_025,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_026,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_027,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_028,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_029,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_030,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_031,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_032,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_033,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_034,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_035,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_036,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_037,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_038,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_bio_039,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_000,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_001,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_002,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_003,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_004,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_005,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_006,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_007,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_008,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_009,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_010,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_011,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_012,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_013,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_014,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_015,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_016,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_017,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_018,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_019,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_020,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_021,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_022,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_023,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_024,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_025,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_026,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_027,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_028,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_029,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_030,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_031,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_032,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_033,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_034,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_035,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_036,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_037,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_038,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_nar_039,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_000,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_001,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_002,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_003,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_004,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_005,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_006,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_007,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_008,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_009,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_010,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_011,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_012,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_013,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_014,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_015,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_016,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_017,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_018,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_019,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_020,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_021,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_022,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_023,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_024,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_025,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_026,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_027,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_028,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_029,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_030,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_031,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_032,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_033,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_034,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_035,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_036,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_037,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_038,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_ncs_039,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_000,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_001,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_002,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_003,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_004,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_005,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_006,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_007,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_008,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_009,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_010,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_011,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_012,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_013,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_014,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_015,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_016,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_017,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_018,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_019,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_020,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_021,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_022,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_023,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_024,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_025,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_026,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_027,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_028,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_029,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_030,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_031,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_032,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_033,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_034,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_035,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_036,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,neutral_qa_037,1.0,0.0,0.0,0.0
